Algorithm,classification,train_acc,train_prec,train_rec,train_f1,val_acc,val_prec,val_rec,val_f1,test_acc,test_prec,test_rec,test_f1
SVM,PR,0.8842676311030742,0.895973231711341,0.8842676311030742,0.878693770554413,0.8695652173913043,0.8928110202324581,0.8695652173913043,0.8631852551984878,0.9177489177489178,0.9241371544540768,0.9177489177489178,0.9146172975960212
XGBoost,PR,0.9204339963833634,0.9262091573573257,0.9204339963833634,0.9181143737382436,0.8913043478260869,0.9027993443754313,0.8913043478260869,0.8879676673786587,,,,
Naive Bayes,HER2,0.779385171790235,0.7584230470093677,0.779385171790235,0.7673650399742731,0.7101449275362319,0.7391398456615849,0.7101449275362319,0.7236885981787867,0.7619047619047619,0.7497570456754129,0.7619047619047619,0.7555063369016857
Decision Tree,HER2,0.9511754068716094,0.9505027243641551,0.9511754068716094,0.9496156609476228,0.9927536231884058,0.9928155580329493,0.9927536231884058,0.9926849131577538,0.8701298701298701,0.8600073226938898,0.8701298701298701,0.8625099390405513
KNN,HER2,0.8589511754068716,0.8683734787118337,0.8589511754068716,0.8235154525233251,0.8985507246376812,0.8986865942028985,0.8985507246376812,0.8820236398194347,0.8181818181818182,0.7668465476684654,0.8181818181818182,0.77543919495139
Logistic Regression,HER2,0.8173598553345389,0.6680771331124984,0.8173598553345389,0.7352172231068888,0.8405797101449275,0.7065742491073304,0.8405797101449275,0.7677735935182015,0.8225108225108225,0.6830415960850744,0.8225108225108225,0.7463162332521004
Random Forest,HER2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8614718614718615,0.866701925525455,0.8614718614718615,0.8249569201025512
SVM,HER2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9913419913419913,0.9914317116389655,0.9913419913419913,0.9912535381285381
XGBoost,HER2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,
Naive Bayes,Mol Subtype,0.8842676311030742,0.9013459792205746,0.8842676311030742,0.8902053236041958,0.8405797101449275,0.8642644850936054,0.8405797101449275,0.8488353434005609,0.8225108225108225,0.8561282747618153,0.8225108225108225,0.8376453482171303
Decision Tree,Mol Subtype,0.9981916817359855,0.9981966909278527,0.9981916817359855,0.9981879950105585,1.0,1.0,1.0,1.0,0.9567099567099567,0.9609121037692467,0.9567099567099567,0.9577409762261929
KNN,Mol Subtype,0.9801084990958409,0.9804813220759392,0.9801084990958409,0.9798310095699329,0.9927536231884058,0.992833253702819,0.9927536231884058,0.9926011080226792,0.9393939393939394,0.9417896917896917,0.9393939393939394,0.9358201994177315
Logistic Regression,Mol Subtype,0.9981916817359855,0.9982392690587228,0.9981916817359855,0.9981966178278348,1.0,1.0,1.0,1.0,0.9956709956709957,0.996031746031746,0.9956709956709957,0.9957413187226851
Random Forest,Mol Subtype,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9177489177489178,0.9155733155733156,0.9177489177489178,0.9143806359753204
SVM,Mol Subtype,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
XGBoost,Mol Subtype,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,
